,app_name,user_id,user_name,date,country,version,score,topic,review,url,review_id,category_final,sentiment_final,req_final
22275,Pinterest,555358115,MLPHarrell,2017-05-07 0:00:00,United States,6.24,3,Good app,It is an ok app,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=555358115,22435,other,neutral,
22472,Pinterest,321633465,alybunks,2017-05-03 0:00:00,United States,6.24,3,Needs more variety in explore/search,"I feel like I see a lot of the same things repetitively when there is so much Pinterest content to be shared. I feel like I should never see the same thing twice - taking into account the amount of Pinterest users and content available. If I didn't pin it the first time, I will not pin it the second time I see it.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=321633465,22632,requirement,neutral,functional
18550,Pinterest,30191908,Postchevelle,2017-06-26 0:00:00,United States,6.28,3,UPDATE 2,"My 1st review was like: Oh wow great app but crashes can you fix that? Then my second review was great app now not crashing! But I think I'm gonna have to change my opinion again. I was reading other reviews and they say there should be no limit on pins and bring back the like button. I love this app, but these two flaws make me give it 3 stars. If you bring back the like button and have no limit on pins, that would be great. I hope you take the time to read this and take this into consideration.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=30191908,18710,requirement,neutral,functional
2767,Pinterest,573952760,starlight711,2017-06-04 0:00:00,Canada,6.26,3,Starlight711,"I miss the old Pinterest when you could check someone's boards
To complicated now",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=573952760,2912,other,neutral,
19589,Pinterest,24885779,Kymarissa,2017-06-15 0:00:00,United States,6.27,3,3 stars!,"I used to LOVE the Pinterest app, I still use it quite frequently but the ads are definitely annoying! And they no longer give you the option of choosing whether or not you find the pin offensive, some things I just don't want to see! I also haven't updated the app because I don't want to lose the like button. If I want to go back to a few recipes later in the day, I'll like them and go to my likes. It's just easier to me? But I still love using my Pinterest app!",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=24885779,19749,other,neutral,
18858,Pinterest,18242316,Cfevola,2017-06-23 0:00:00,United States,6.28,3,Like,BRING BACK THE LIKE BUTTON,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=18242316,19018,requirement,neutral,functional
18923,Pinterest,268254127,savagemonster21,2017-06-22 0:00:00,United States,6.27,3,BRING BACK THE LIKE BUTTON PLEASE!,"I've never written a review but, I have to say not seeing that heart button and liking pictures is making it difficult to cope with. Pinterest is my life, and it's the only thing that helps me calm down. Not being able to heart the pictures I like makes me anxious. It was one of the only things I could count on to relieve stress. I know it sounds ridiculous, I didn't notice how much that one button impacted my life until it was taken away.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=268254127,19083,requirement,negative,functional
22342,Pinterest,568541813,Angie.Zaru,2017-05-06 0:00:00,United States,6.24,3,Pretty good,"Not seeing the problems people are having, but Idk seems cool",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=568541813,22502,other,positive,
19004,Pinterest,236123566,madisonnalie,2017-06-22 0:00:00,United States,6.28,3,Love the app but miss likes,"I really love Pinterest, and most of the updates haven't bothered me like they do some people. But I cannot get past the likes being gone. I've always liked a ton of things. I'm very picky about what gets pinned to my boards, but I like a lot of things, so the like button was a great option. Or, sometimes, it was just quicker to like things to come back to later. Now if I want to ""like"" something I have to physically pin it to the ""Your Pinterest Likes"" bored? That seems so unnecessary. How was having a like button causing any harm to anybody? It seems pretty pointless and annoying that it was removed. Other than that, I've enjoyed Pinterest for years. If that one thing was added again, I would love it again.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=236123566,19164,requirement,neutral,functional
19496,Pinterest,31974723,BAR-82,2017-06-16 0:00:00,United States,6.27,3,L-O-V-E... not so much anymore!,"Updates over the last year + have made this app so amazing. Addicting just like regular site but prob more because of its convenience. Simply LOVE it and believe you will too. :)

*UPDATE- 3 years later*
Wth Pinterest?!?! Where's my ""likes"" button with my numerous likes that I was going to sort later?? There goes all those years of interested things that I hadn't had time to put within boards but could still view for inspiration! I feel like I wasted all that time. Dropping two stars for now. ðŸ˜’",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=31974723,19656,other,very negative,
21130,Pinterest,413961632,Msminni,2017-05-28 0:00:00,United States,6.26,3,Issues,I love this app but as of the new update I I can no longer like pictures.please bring back the like button,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=413961632,21290,requirement,neutral,functional
22362,Pinterest,289612170,Doc Reaper,2017-05-05 0:00:00,United States,6.24,3,Too many bots hidden in site,"Bots are hidden in pages, it should be against policy to have trackers installed during visitors viewing the many post here",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=289612170,22522,other,negative,
40241,Pinterest,416722828,KRYSTAL IS THE MASTER CHEF,2017-06-17 0:00:00,Australia,6.18,3,Always glitching!!,"Great app, constantly glitches back to the home screen while the app is in use which is extremely irritating.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=416722828,40540,bug report,neutral,
2681,Pinterest,196594106,Noahgh2010,2017-06-15 0:00:00,Canada,6.27,3,Likes,All of my liked pins are now gone...,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=196594106,2826,other,neutral,
19509,Pinterest,151343555,allieomal518,2017-06-16 0:00:00,United States,6.27,3,Can the LIKE button come back please!!!!,"I love this app, the recent update took away the like button and ALL of the pins I liked!! Super frustrating and annoying.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=151343555,19669,other,negative,
20807,Pinterest,371436706,Just a person who HATES Fb!,2017-06-01 0:00:00,United States,6.26,3,Stop the annoying updates!,"Why on earth did you combine the ""news"" feature with the ""you"" feature? Barley anyone even uses news!! Stop with the stupid updates and listen to your users for once.. Pinterest is getting so complicated with every update, it's like I have to learn where everything is and how to use everything after every annoying update! Please stop with the updates every TWO weeks.. Don't fix what isn't broken.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=371436706,20967,other,negative,
44475,Pinterest,116229748,Boris The iPod,2017-06-11 0:00:00,United Kingdom,6.27,3,Good but not great.,"I have just discovered this app while searching for an item to buy on line. A photo of the item in Google > Images brought me here, and after a minute of two of mooching around I downloaded the app.
It's a great place to find so many things, but my gripe is down to the way I (like many others) want to use it.
- I'm looking for a 'thing' to buy.
- I type the name of the 'thing' into the search area and I'm presented with hundreds of photos - Awesome!
- Many of those photos are posted by online and physical real world retailers - Double Awesome!
- Sadly, clicking many of the links associated with the photos results in landing on error pages, unrelated sites etc. not the retailer's site/Amazon/eBay as you would expect.
My wife has also found this to be the case, so it's not just me.
It's not just disappointing for me as a user trying to buy an item. These retailers are losing out on potential sales if a link doesn't take the interested party to the shop.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=116229748,44858,requirement,negative,functional
22236,Pinterest,259549560,Elielielisa,2017-05-07 0:00:00,United States,6.24,3,Not the sameâ˜¹ï¸,"It's an ""okay"" app but, I hate seeing the same pins over and over again on my feed. It gets boring from time to time so...â˜¹ï¸ Three stars for the good recipes and DIYs but, not more because of the glitches and annoying pin suggestions. Just because I saw ONE time a pin about tumblr doesn't mean I want AAALL my feed to be about freaking tumblr! ðŸ˜  My feed has nothing I like. Oh, and the app crashes EVERY. FIVE. MINUTES!!! I can't lock my phone and go back to where I was on the app because, it takes me to my feed  and I lose track of where or what I was searching. This has made me use Pinterest considerably less in the past few months. Also, people shouldn't be allowed to block others that have similar interests to them just so others won't pin some of their stuff. After all, that's the whole point of PINterest: sharing and pinning stuff.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=259549560,22396,bug report,negative,
20371,Pinterest,26975668,Madi315,2017-06-07 0:00:00,United States,6.27,3,Love Pinterest...too many updates,"I love this app and use it everyday but there are too many new update that are unnecessary. I like to easily see what my friends are pinning instead of having to click on the pin and look for who pinned it and to where. If it's not broken, don't fix it.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=26975668,20531,requirement,negative,functional
19442,Pinterest,317760031,Momalife,2017-06-17 0:00:00,United States,6.27,3,Like Button!,Pinterest I am so disappointed to have opened my Pinterest account today to look for something I had liked and the like button be no where to be found. It felt similar to when your photos have been wiped from your phone. The like button was such a convenient  button to use. Please bring it back and with all the likes that where in it. Sincerely a very upset person!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=317760031,19602,requirement,negative,functional
22460,Pinterest,234312328,Elayne25,2017-05-03 0:00:00,United States,6.24,3,It's ok,I like what this app has to offer.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=234312328,22620,other,positive,
21545,Pinterest,572405975,CoffeeandDoughnuts,2017-05-21 0:00:00,United States,6.25.2,4,"Yes, But...","I enjoy Pinterest, but there is way too much vulgarity that I do not enjoy.  There are people who no doubt think it is funny using and seeing the F word constantly, but I am not pleased to have to be exposed to this and other smutty comments out there.
     Yes, the board generally is fun, it's easy to find topics I enjoy by using Search, and a lot of pins are cute or even hilarious, but even though no doubt many will disagree, there is too much obscenity bandied around.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=572405975,21705,other,negative,
20830,Pinterest,561999376,unicornbuddie1,2017-05-31 0:00:00,United States,6.26,4,Love it but...,I love Pinterest but there's one kink I would like them to fix... It lets you pin something twice before it tells you that you already pinned it,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=561999376,20990,bug report,positive,
18590,Pinterest,184927460,Katestarr21,2017-06-25 0:00:00,United States,6.28,4,RIP Like Option :(,Wait I used that like button a lot... where did all of my likes go? I don't like this..,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=184927460,18750,other,negative,
19574,Pinterest,17667894,justinbrand,2017-06-16 0:00:00,United States,6.27,4,"Good app, but ux could improve.","Really gone a long way from where they were, but still some issues. Alerts are clunky and get in the way of experience. Swipes are great. Content has been good but can certainly be improved. As I said, great app just needs some improvements.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=17667894,19734,other,neutral,
19742,Pinterest,567294869,Gustavo Elbanna,2017-06-14 0:00:00,United States,6.27,4,Awesome!,"Really nice app! It takes a real good app for me to rate! I just have a small problem. Sometimes I want to save a picture to my gallery but it doesn't have that option. So if you can add that, It would be really nice! But besides that, really cool app for seeing funny, inspirational and cool pics!",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=567294869,19902,requirement,positive,functional
20319,Pinterest,423348373,Kimberly<3456,2017-06-08 0:00:00,United States,6.27,4,2 major issues,"I love Pinterest. It's my favorite social media outlet but recently is have begun to go downhill. 
1) where are the board names and pinners underneath a pin? I don't want to have to click on something just to see who's it was. This was a highly unnecessary feature to take away. Please add that back.
2) why is there no like button? My ipad updated this automatically and I'm honestly upset that it did because every time I swipe up to like something, I press the share button. This is extremely irritating and I do not like the new ""Pinterest likes"" board. Please remove this feature. 
As much as I love Pinterest, these features do not make me want to spend my time on there anymore. Please listen to these complaints (I'm sure I'm not the only one) and fox the, so that the app is as enjoyable as it used to be. 
I am forced to give this 4 stars instead of 5 because it is just not the 5 star app it used to be.
Thank you!",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=423348373,20479,requirement,neutral,functional
18235,Pinterest,584266051,Cjkingc,2017-06-29 0:00:00,United States,6.28,4,About the Pins,"I like the idea of have easy access to Recipes.  My friends that don't get on the computer or phone to get in the internet, like share a recipe and now I can just save. It's a lot of fun even the pictures of the animals.  It fun and great conversation starters.  I have no problems.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=584266051,18395,other,positive,
20711,Pinterest,292372085,Icdwaa,2017-06-02 0:00:00,United States,6.26,4,Hmmmmmmmm fix it!,"I love Pinterest and I'm on it all the time just fix the FRIKEN NEW UPDATE, WHY DID YOU TAKE LIKES AWAY FROM ME I HATE YOU AND EVERYTIME I TRY TO LIKE IT BUT ITS NÃ”T THÃ‹RÄ˜I GET SÃ”Ã”Ã” MAD LIKE UM STOOPPPPPPPPP",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=292372085,20871,other,very negative,
20464,Pinterest,154091199,I will _____ on you,2017-06-05 0:00:00,United States,6.26,4,Eh,"I love Pinterest but recently it has been crashing and getting really annoying. Certain videos won't open, dome pins won't pin, and it crashes all the time. I just want Pinterest back to the regular Pinterest. Please fix soon or I'm deleting the app.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=154091199,20624,bug report,negative,
19005,Pinterest,476676965,JazzieTheBoss,2017-06-22 0:00:00,United States,6.24,4,BRING BACK THE LIKE BUTTON,WHY WAS THE LIKE BUTTON TAKEN AWAY?!  I LOOOVVEE PINTEREST BUT I LIVE WITH THE LIKE BUTTON,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=476676965,19165,other,positive,
19060,Pinterest,374111494,Butter_peacann,2017-06-21 0:00:00,United States,6.28,4,I love Pinterest,Love Pinterest always have but I do not like that I can no longer like/love a pin. Can you give us that heart back? Besides that I think so far the other upgrades have worked well.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=374111494,19220,requirement,positive,functional
21858,Pinterest,570972754,rekabd11,2017-05-16 0:00:00,United States,6.25.1,4,Pinterest,My wife has been telling me how great the app is and she is right. I love it and use it every chance I get.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=570972754,22018,other,very positive,
21322,Pinterest,102259215,Chocolate-Ty,2017-05-25 0:00:00,United States,6.26,4,What happens with last update,I'm unable to like things since the last updateâ˜¹ï¸,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=102259215,21482,bug report,neutral,
19229,Pinterest,14479309,Kuluz,2017-06-19 0:00:00,United States,6.27,4,6/18/17 EDIT: Which one is Popular?!,"I don't like that I searched for something (date is: 6/28/17) and that I can't see which PIN is the most popular/will give me the best results....! The whole reason I PIN is to get ideas/suggestions from those who have engaged in my query before ðŸ˜Š.... 

Before 6/18/17....

...Easy to Navigate!

I enjoy using my pinterest app all the time! I use it for recipes and crafts, and when I'm feeling motivated I use it for exercise tips and dream travel destinations. This app is so addictive!",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=14479309,19389,other,neutral,
22368,Pinterest,357550602,Bellamakespancakes,2017-05-05 0:00:00,United States,6.24,4,Comments,I love Pinterest.. but I can't find anywhere in my notifications of someone responding to my comment on a picture. I'm having a conversation with someone but now I can't respond because I didn't pin the image.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=357550602,22528,bug report,neutral,
19027,Pinterest,142653851,K. Mia,2017-06-22 0:00:00,United States,6.28,4,I love Pinterest but I hate this update,BRING BACK THE LIKE BUTTON... thanks :),https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=142653851,19187,requirement,positive,functional
21594,Pinterest,216682748,I <3 clothes,2017-05-21 0:00:00,United States,6.25.2,4,A never-mentioned suggestion...,"I love love love Pinterest. I really do. There are only two problems: 

1.) I have the ""picked for you"" setting turned off, but I still keep seeing a ton of pins on my main feed from boards that I do not follow :\ 
2.) It is a major task to delete pins that I no longer want on my boards. Sometimes I like to do a ""spring cleaning"" of my boards by going through and deleting hundreds of pins that I don't like anymore, but it takes forever because I can only delete one pin at a time, and it's a whole process just to delete them. I would love if there were a ""select pins"" option where I can select more than one pin at a time and delete/move them to another board all at the same time.
 
I would love to see these things fixed in the future. Thanks!",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=216682748,21754,requirement,very positive,functional
21450,Pinterest,119155846,Jillybean5036,2017-05-23 0:00:00,United States,6.25.2,4,Finally!,"So glad yall finally allowed users the ability to turn off the ""picked for you"" option. I know what Im looking for and follow certain users for a reason. So it was very frustrating to have suggestions I would never be interested in. I do hope you change the descriptions back. I hate not seeing who i follow and what they're pinning. Otherwise Im a happy camper right now!",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=119155846,21610,other,positive,
21818,Pinterest,571363633,Luv to Pin,2017-05-17 0:00:00,United States,6.25.2,4,My Favorite Thing,"I love Pinterest it's relaxing & the best way to pass time waiting for an appointment or even in traffic. I pin just about everyday. 
Only downer absolutely no customer service or support. You should at least have someone to chat with for certain hours of the day. Maybe not a toll free number but at least the option to chat similar as to when you are placing an online order & they have the chat option in the right hand corner. I have tried & wasted so much time trying to rearrange my boards on my home computer & as soon as I am done they go right back to the way they where. So frustrating that I can't just bounce a few ideas off of someone. Thank you",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=571363633,21978,other,neutral,
19279,Pinterest,353073629,Lexta05,2017-06-19 0:00:00,United States,6.27,4,Still beloved,"I have always loved Pinterest and still do. However, there are some features that used to be present that are no longer and I would like to have back.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=353073629,19439,other,neutral,
22567,Pinterest,37867480,Hrrios1,2017-05-01 0:00:00,United States,6.24,4,Suggestion,"It would be awesome if I can leave a bookmark of some sort on whatever feed I'm looking at. It would be kinda cool because when I close the app, I open it back up and I have to scroll to try to find where I left off at. :)",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=37867480,22727,requirement,positive,functional
19794,Pinterest,540327058,Anime Is My Senpi,2017-06-13 0:00:00,United States,6.27,4,Glitches and Like Button,"Okay so guys I'm gonna make it clear for you that the like button has been removed and all of your likes have been placed on a board called My Pinterest Likes, they have not been deleted. But in all honesty I'm cool with the board but I wish we still had the like button to save it to the board quicker.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=540327058,19954,other,neutral,
20927,Pinterest,279951609,Kaicat86,2017-05-30 0:00:00,United States,6.26,4,I love it!,Pinterest is awesome but a few little tweaks would be nice.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=279951609,21087,other,positive,
22313,Pinterest,120137771,glmbbs,2017-05-06 0:00:00,United States,6.24,4,Pinterest for iPad.,I really like this app.  It took a little time to figure out how to work with it.  I'm still figuring it out after a couple of weeks of using it.  I really like how it is constantly searching for new pins for me.  It's stable and works very well.  I just can't give it 5 full stars because it's interface is a bit busy.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=120137771,22473,other,neutral,
22146,Pinterest,142118347,Moi in LA,2017-05-09 0:00:00,United States,6.24,4,It's Fun,Fun. I hoard images and recipes. I come back to them later for reference. I wish their updates stopped making everything weird. I miss the like button most of all. But I'm open to changes to come. I do recommend it.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=142118347,22306,other,positive,
18436,Pinterest,581400380,Aslobo449,2017-06-27 0:00:00,United States,6.28,4,I'm just going to make a suggestion,"I like the rest of the users  not to fond of the constant changes, however I feel as though adding a ""folder"" option to group some of my similar boards would be nice. Ex:I literally have 40+ boards for all the different parts of a wedding. If I could group them it would make pinning easier.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=581400380,18596,requirement,neutral,functional
21610,Pinterest,473037302,O2bnslo2,2017-05-20 0:00:00,United States,6.25.2,4,Review,Seems interesting so far,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=473037302,21770,other,neutral,
19407,Pinterest,120200258,Benjamin_Shell,2017-06-17 0:00:00,United States,6.27,4,Good Format,"Like the format, generally very good app with good colors and quick loading, very user friendly.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=120200258,19567,other,positive,
20567,Pinterest,324312698,Svu is my favorite show ever,2017-06-04 0:00:00,United States,6.26,4,Change,I don't like the constant change I wish the like button was back. I love you can find anything on Pinterest. I love the fact that boards can be anything and it tells you if you already pinned it. I WANT THE LIKE BUTTON BACK,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=324312698,20727,requirement,positive,functional
21292,Pinterest,208343402,Mcbbmcb,2017-05-26 0:00:00,United States,6.26,4,"Like it, but I want my LIKES BACK","Dear Pinterest-
I've been a Pinterest addict for years and I have no complaints.
EXCEPT 
THAT YOU CAN'T LIKE ANYTHING ANYMORE!! 
I feel like this has happened before and it got fixed but IM VERY SAD I WANT THEM BACK PLEASE!! 
Thank you!!!",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=208343402,21452,requirement,negative,functional
22575,Pinterest,234030851,J345576b,2017-05-01 0:00:00,United States,6.24,5,Great ap,Love it,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=234030851,22735,other,very positive,
2647,Pinterest,238744455,sbpins,2017-06-17 0:00:00,Canada,6.27,5,It makes pinning a breeze!,It makes pinning on the iPad very easy. No time wasted means more time pinning!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=238744455,2792,other,positive,
21591,Pinterest,570782826,KrissyStyles,2017-05-21 0:00:00,United States,6.25.2,5,Great!!,"I absolutely love Pinterest, I'm so addicted",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=570782826,21751,other,very positive,
2604,Pinterest,347428984,Mollybaby2014,2017-06-23 0:00:00,Canada,6.28,5,Pinterest,I love this app it is very helpful for me when I am doing my volunteer work at our hospital.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=347428984,2749,other,very positive,
22526,Pinterest,215157722,Blueeyes4_3,2017-05-02 0:00:00,United States,6.24,5,My go to app,I love this app...I can find anything I need or want here!!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=215157722,22686,other,very positive,
19722,Pinterest,454688068,Jetsfanmikeygd,2017-06-14 0:00:00,United States,6.27,5,App for everything,"Every idea, hobby, craft, every everything is on here.  I started with woodworking projects which led me into gardening projects, into tiny house projects, into every DIYer's dream projects.  Awesome APP.  This is the next YouTube, the next Twitter, the next Facebook, in its own realm.  This is Sparta...I mean This is Pinterest!!!!!",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=454688068,19882,other,very positive,
19739,Pinterest,136029068,TeTe Davis,2017-06-14 0:00:00,United States,6.27,5,Love this app,"It has ideas, quotes, and good pictures on just about anything you are looking for",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=136029068,19899,other,positive,
20795,Pinterest,392384716,Landri313,2017-06-01 0:00:00,United States,6.26,5,Amazing,Will forever love this app.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=392384716,20955,other,very positive,
20258,Pinterest,474387664,Vanitycane,2017-06-08 0:00:00,United States,6.27,5,My newspaper,Best app ever! Top ten for sure,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=474387664,20418,other,very positive,
21772,Pinterest,295569873,Shayshay1009,2017-05-18 0:00:00,United States,6.25.2,5,Love it!,Great,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=295569873,21932,other,positive,
19852,Pinterest,216470968,YaYa2U2,2017-06-13 0:00:00,United States,6.27,5,Love it. Love it. Even with information overload.,"I'm more of an Idea""Window Shopper"" & ""ArmChair Quarterback"" on Pinterest. Oh, yea. I can stay so long I forgot what I was searching for. Doesn't everyone?

I was prompted to review. So this is an update.  Love it. Love it. Love it.  I gave it 5 Stars since last year's 4.  It is informative, educational, and just plain old fun. 

Keep it Up.  Just don't go crazy with advertisements.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=216470968,20012,other,positive,
44509,Pinterest,294994269,Candy Cazz,2017-06-06 0:00:00,United Kingdom,6.26,5,Pinterest is the bees knees,Pinterest is the bees knees.....I love this app all my favourites in one places! Xx,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=294994269,44892,other,very positive,
2930,Pinterest,374338884,nouki450,2017-05-04 0:00:00,Canada,6.24,5,J adore ce site j'y trouve pleins d idÃ©es,Fameux,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=374338884,3075,noise,,
22133,Pinterest,378160333,reem mohammad ttmm,2017-05-09 0:00:00,United States,6.24,5,reem,Ø¨Ø±Ù†Ø§Ù…Ø¬ Ø±ÙˆØ¹Ù‡ â¤ï¸ï¿½,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=378160333,22293,noise,,
20433,Pinterest,382038073,Mpeb1,2017-06-05 0:00:00,United States,6.26,5,Awesome,Appreciate it,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=382038073,20593,other,positive,
22212,Pinterest,329623516,Dontwait2long,2017-05-08 0:00:00,United States,6.24,5,Loved it then,Still love it now!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=329623516,22372,other,very positive,
18880,Pinterest,271521467,Torchiloco,2017-06-22 0:00:00,United States,6.28,5,Shazam!,"Great place to get alllllll kinds of ideas, thanks Pinterest and all who provide!ðŸ‘ðŸ»",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=271521467,19040,other,very positive,
2705,Pinterest,299274629,Outlawcad,2017-06-12 0:00:00,Canada,6.27,5,AWEsome,I love the site,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=299274629,2850,other,very positive,
22004,Pinterest,570146914,Mzzluvjoy,2017-05-12 0:00:00,United States,6.25,5,Love it,Pinterest have me thinking I'm Martha Stewart.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=570146914,22164,other,positive,
22263,Pinterest,568917761,BLT8500,2017-05-07 0:00:00,United States,6.24,5,"It's my ""go to"" for home design","This site is absolutely awesome for quickly searching re-design ideas for my home, love it!",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=568917761,22423,other,very positive,
21557,Pinterest,392406139,No name ðŸ½ðŸ¼ðŸŸ½,2017-05-21 0:00:00,United States,6.25.2,5,Decorating ideas,Love Pinterest for ideas and inspiration,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=392406139,21717,other,very positive,
22571,Pinterest,260775681,Baltimorb,2017-05-01 0:00:00,United States,6.24,5,Ok,Super,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=260775681,22731,other,positive,
22387,Pinterest,568295489,iquiquezofri,2017-05-05 0:00:00,United States,6.24,5,FantÃ¡sticas creaciones inspiradoras de muy buen gusto.,"Gracias por compartir su magnÃ­fica pÃ¡gina, felicitaciones por tanta calidad. 
Espero seguir disfrutando de su generosidad.

RaÃºl MuÃ±oz",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=568295489,22547,noise,,
